type,quality,fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol
white,7,6.9,0.19,0.31,2.93,0.52,9.1
white,7,6.7,0.35,0.32,3.13,0.65,12.9
white,6,6.1,0.15,0.4,3.19,0.96,13
white,7,6.7,0.35,0.32,3.13,0.65,12.9
white,6,7,0.27,0.74,3.04,0.46,9.2
white,5,6.8,0.3,0.33,3.1,0.56,9.8
white,5,6.8,0.3,0.33,3.1,0.56,9.8
white,6,6.4,0.69,0.09,3.26,0.38,10.1
white,6,6.4,0.69,0.09,3.26,0.38,10.1
white,7,5.9,0.12,0.28,3.33,0.42,10.9
white,6,6.3,0.36,0.5,3.2,0.51,9.6
white,6,5.7,0.27,0.16,3.36,0.37,10.4
white,7,6.1,0.22,0.4,3.03,0.3,11.8
white,6,5.6,0.205,0.16,3.4,0.38,10.8
white,6,7.2,0.33,0.28,3.28,0.57,10.6
white,6,5.9,0.21,0.31,3.35,0.5,12.7
white,7,5.4,0.33,0.31,3.3,0.43,12.2
white,6,5.4,0.205,0.16,3.4,0.38,10.8
white,6,5.7,0.27,0.16,3.36,0.37,10.4
white,6,6.4,0.28,0.28,3.25,0.47,11.1
white,7,6.1,0.22,0.4,3.03,0.3,11.8
white,6,6.7,0.15,0.32,3.29,0.31,10
white,6,5.5,0.315,0.38,3.12,0.59,10.8
white,6,4.8,0.225,0.38,3.31,0.4,10.3
white,6,5.2,0.24,0.15,3.24,0.48,9.9
white,6,6.7,0.15,0.32,3.29,0.31,10
white,5,6.6,0.27,0.32,3.11,0.56,12.25
white,6,6.1,0.32,0.33,3.34,0.52,10.2
white,6,6,0.25,0.28,3.06,0.5,9.4
white,6,6.4,0.42,0.46,3.18,0.46,9.7
white,6,6.1,0.32,0.33,3.34,0.52,10.2
white,6,6.9,0.31,0.33,3.04,0.65,10.4
white,6,6.3,0.48,0.48,3.49,0.74,12.2
white,6,6,0.25,0.28,3.06,0.5,9.4
white,6,7.2,0.21,0.31,3.12,0.4,10.6
white,5,6.8,0.32,0.43,3.27,0.47,10.7
white,5,7.9,0.3,0.6,3.24,0.49,11.85
white,6,5.3,0.31,0.38,3.34,0.46,11.7
white,6,5.3,0.31,0.38,3.34,0.46,11.7
white,6,5.2,0.185,0.22,3.55,0.44,10.15
white,6,5.5,0.16,0.31,3.33,0.44,11.6333333333333
white,6,6,0.17,0.36,3.22,0.54,10.8
white,6,6,0.16,0.36,3.22,0.54,10.8
white,7,6.1,0.24,0.32,3.25,0.26,12.3
white,6,5.5,0.3,0.25,3.36,0.66,12.5
white,6,5.5,0.16,0.31,3.33,0.44,11.65
white,5,6,0.32,0.46,3.24,0.49,9.6
white,6,6.1,0.27,0.31,3.24,0.46,10.9
white,6,6,0.27,0.32,3.23,0.46,10.8
white,5,6,0.14,0.37,3.32,0.44,11.2
white,5,5,0.24,0.19,3.67,0.57,10
white,3,6.1,0.26,0.25,3.44,0.64,10.5
white,6,6.3,0.23,0.5,2.86,0.46,9.1
white,6,5.6,0.26,0.5,3.23,0.49,10.5
white,5,6.1,0.34,0.24,3.12,0.61,9.3
white,6,6.2,0.35,0.25,3.13,0.62,9.3
white,5,6,0.14,0.37,3.32,0.44,11.2
white,6,7.3,0.36,0.62,3.14,0.62,10.6
white,7,5.1,0.25,0.36,3.23,0.64,12.1
white,6,5.5,0.16,0.26,3.43,0.77,12
white,6,6.4,0.19,0.35,3.16,0.5,9.7
white,6,6.6,0.29,0.73,3.12,0.48,12.4
white,7,6,0.38,0.26,3.18,0.47,13.6
white,7,6,0.38,0.26,3.18,0.47,13.6
white,6,6.5,0.2,0.35,2.98,0.53,11.8
white,6,6.6,0.17,0.26,3.16,0.37,10
white,6,6.6,0.17,0.26,3.16,0.37,10
white,6,6.2,0.15,0.27,3.12,0.38,9.1
white,7,5.9,0.48,0.3,3.47,0.42,11.9
white,7,5.3,0.4,0.25,3.31,0.58,11.75
white,6,5.9,0.26,0.29,3.24,0.41,11.4
white,8,5.2,0.3,0.34,3.56,0.48,13
white,8,6.4,0.32,0.25,3.27,0.5,12.4
white,7,6.6,0.19,0.25,3.3,0.42,9.4
white,6,6.8,0.27,0.3,3.16,0.5,9.6
white,6,6.8,0.27,0.3,3.16,0.5,9.6
white,6,6.8,0.27,0.3,3.16,0.5,9.6
white,6,6.8,0.27,0.3,3.16,0.5,9.6
white,5,6.4,0.28,0.45,3.16,0.51,9.1
white,7,5.2,0.21,0.31,3.24,0.37,12
white,4,7.1,0.24,0.34,3.16,0.46,11.2
white,6,5,0.27,0.4,3.32,0.47,10.1
white,6,5.8,0.27,0.4,3.13,0.45,10.3
white,6,5.9,0.27,0.32,3.16,0.56,12.3
white,6,5.8,0.315,0.19,2.97,0.4,10.55
white,4,6,0.59,0,3.1,0.4,10.9
white,5,5.8,0.3,0.09,3.15,0.48,9.7
white,5,5.6,0.3,0.1,3.14,0.48,9.8
white,6,6.7,0.3,0.5,3.04,0.53,8.9
white,6,6.7,0.3,0.5,3.04,0.53,8.9
white,5,6.4,0.31,0.31,3.02,0.59,10.2
white,7,6.9,0.25,0.29,3.01,0.36,11.7
white,8,4.4,0.32,0.39,3.46,0.36,12.8
white,8,3.9,0.225,0.4,3.57,0.36,12.8
white,5,6.4,0.31,0.31,3.02,0.59,10.2
white,6,5.5,0.62,0.33,3.15,0.39,13.55
white,6,6.2,0.3,0.42,3.13,0.38,11.6
white,6,6.7,0.3,0.5,3.04,0.53,8.9
white,6,4.7,0.785,0,3.53,0.92,13.8
white,6,6,0.31,0.32,3.19,0.5,9.4
white,5,6,0.32,0.3,3.18,0.49,9.4
white,7,6.4,0.105,0.29,3.17,0.55,10.7
white,7,6.4,0.105,0.29,3.17,0.55,10.7
white,6,5.7,0.33,0.32,3.31,0.5,12.3
white,5,5.9,0.32,0.19,3.16,0.43,10.3
white,6,6.2,0.26,0.2,3.11,0.42,10.4
white,7,6,0.2,0.33,3.31,0.45,11.6
white,7,6.4,0.105,0.29,3.17,0.55,10.7
white,8,5.8,0.28,0.34,3.36,0.33,12.8
white,7,6.4,0.31,0.5,3.18,0.53,11.9
white,4,6,0.35,0.46,3.24,0.35,12.1
white,6,5.1,0.26,0.34,3.23,0.41,9.2
white,6,6.6,0.28,0.09,2.93,0.62,9.5
white,6,6,0.17,0.3,2.91,0.57,11
white,5,7.3,0.35,0.67,3.19,0.5,10.9
white,6,6,0.26,0.24,3.21,0.62,10.4
white,5,5.4,0.375,0.4,3.42,0.52,9.1
white,6,7,0.17,0.42,3.32,0.62,11.4
white,7,5.1,0.26,0.33,3.35,0.43,11.4
white,5,5.8,0.36,0.5,3.1,0.45,9.7
white,6,5.7,0.4,0.35,3.18,0.67,12.4
white,7,6.2,0.76,0.01,3.2,0.94,13.7
white,6,6.1,0.41,0.2,2.91,0.43,10.6
white,6,5.8,0.385,0.25,3.2,0.63,11.2
white,6,6,0.27,0.4,3.24,0.95,13.1333333333333
white,6,5.7,0.4,0.35,3.18,0.67,12.4
white,5,5.8,0.36,0.5,3.1,0.45,9.7
white,6,7,0.24,0.47,3.19,0.45,11
white,6,6.8,0.23,0.48,3.18,0.45,11.3
white,7,6.5,0.28,0.34,3.2,0.46,12
white,5,6.4,0.23,0.35,3.23,0.47,9.2
white,6,6,0.34,0.29,3.48,0.57,10.7
white,6,6,0.34,0.29,3.48,0.57,10.7
white,6,6.7,0.22,0.33,3.1,0.76,11.4
white,5,6.4,0.23,0.35,3.23,0.47,9.2
white,7,6,0.32,0.33,3.1,0.43,12.1
white,6,5.8,0.29,0.27,3.23,0.35,11.1
white,6,5.8,0.38,0.26,3.27,0.43,9.7
white,5,5.9,0.32,0.26,3.24,0.36,10.7
white,6,5.6,0.33,0.28,3.49,0.58,10.9
white,7,5.9,0.37,0.3,3.36,0.56,12
white,6,5.6,0.295,0.26,3.47,0.56,10.6
white,5,6.7,0.5,0.36,3.11,0.49,9.6
white,6,6.5,0.28,0.38,3.03,0.42,13.1
white,6,5.3,0.275,0.24,3.38,0.51,11
white,4,5.2,0.405,0.15,3.52,0.4,11.6
white,7,6.8,0.34,0.36,3.28,0.35,11.95
white,6,5.7,0.22,0.25,3.44,0.62,11.1
white,6,6.2,0.28,0.57,3.17,0.36,11.5
white,5,5.6,0.34,0.25,3.21,0.4,11.3
white,6,4.8,0.29,0.23,3.28,0.34,11.9
white,5,6.6,0.38,0.29,3.18,0.6,9.5
white,6,5.1,0.3,0.3,3.29,0.46,12.2
white,7,4.4,0.54,0.09,3.41,0.4,12.2
white,6,7,0.36,0.35,3.05,0.56,11.1
white,5,6.4,0.33,0.44,3.1,0.48,9.6
white,6,7,0.36,0.35,3.05,0.56,11.1
white,5,6.4,0.33,0.44,3.1,0.48,9.6
white,5,6.2,0.23,0.38,3.3,0.73,11.4
white,5,5.2,0.25,0.23,3.32,0.62,11.4
white,6,6.2,0.35,0.29,3.1,0.59,12.0666666666667
white,6,7.1,0.23,0.39,2.9,0.46,9
white,6,7.1,0.23,0.39,2.9,0.46,9
white,6,7.5,0.38,0.33,3.08,0.42,11.4
white,5,6.4,0.35,0.51,3.12,0.45,9.6
white,6,6,0.43,0.34,3.03,0.37,11
white,6,6,0.52,0.33,3.04,0.38,11
white,6,5.5,0.31,0.29,3.23,0.56,11.2
white,6,5.9,0.22,0.3,3.31,0.47,11.55
white,7,6.2,0.36,0.32,3.2,0.5,13.3
white,5,6,0.41,0.23,3.3,0.47,9.63333333333333
white,6,6.2,0.355,0.35,3.06,0.46,13.6
white,6,5.7,0.41,0.21,3.29,0.55,11.2
white,6,5.3,0.6,0.34,3.27,0.38,13
white,6,5.8,0.23,0.31,3.31,0.64,10.8
white,6,6.6,0.24,0.33,3.19,0.51,9.8
white,7,6.1,0.32,0.28,3.15,0.36,11.45
white,6,5,0.2,0.4,3.37,0.55,12.05
white,5,6,0.42,0.41,3.14,0.6,9.7
white,6,5.7,0.21,0.32,3.33,0.52,11.9
white,6,5.6,0.2,0.36,3.49,0.49,10
white,6,7.4,0.22,0.26,3.12,0.41,9.7
white,7,6.2,0.38,0.42,3.36,0.59,11.6
white,5,5.9,0.54,0,3.25,0.36,8.8
white,4,6.2,0.53,0.02,3.24,0.35,9.5
white,6,6.6,0.34,0.4,3.15,0.5,9.53333333333333
white,6,6.6,0.34,0.4,3.15,0.5,9.53333333333333
white,6,5,0.235,0.27,3.07,0.5,9.4
white,5,5.5,0.32,0.13,3.26,0.38,10.7
white,6,4.9,0.47,0.17,3.27,0.35,11.5
white,5,6.5,0.33,0.38,3.14,0.5,9.6
white,6,6.6,0.34,0.4,3.15,0.5,9.55
white,7,6.2,0.21,0.28,3.21,1.08,12.15
white,7,6.2,0.41,0.22,3.04,0.79,13
white,5,6.8,0.22,0.36,3.04,0.54,9.2
white,6,4.9,0.235,0.27,3.07,0.5,9.4
white,6,6.1,0.34,0.29,3.06,0.44,11.8
white,6,5.7,0.21,0.32,3.24,0.46,10.6
white,5,6.5,0.23,0.38,3.29,0.54,9.7
white,6,6.2,0.21,0.29,3.27,0.5,11.2
white,5,6.6,0.32,0.36,3.15,0.46,9.6
white,6,6.5,0.24,0.19,2.99,0.46,9.4
white,7,5.5,0.29,0.3,3.34,0.38,12.8
white,6,6,0.21,0.38,3.26,0.32,11.8
red,5,7.4,0.7,0,3.51,0.56,9.4
red,5,7.8,0.88,0,3.2,0.68,9.8
red,5,7.8,0.76,0.04,3.26,0.65,9.8
red,6,11.2,0.28,0.56,3.16,0.58,9.8
red,5,7.4,0.7,0,3.51,0.56,9.4
red,5,7.4,0.66,0,3.51,0.56,9.4
red,5,7.9,0.6,0.06,3.3,0.46,9.4
red,7,7.3,0.65,0,3.39,0.47,10
red,7,7.8,0.58,0.02,3.36,0.57,9.5
red,5,7.5,0.5,0.36,3.35,0.8,10.5
red,5,6.7,0.58,0.08,3.28,0.54,9.2
red,5,7.5,0.5,0.36,3.35,0.8,10.5
red,5,5.6,0.615,0,3.58,0.52,9.9
red,5,7.8,0.61,0.29,3.26,1.56,9.1
red,5,8.9,0.62,0.18,3.16,0.88,9.2
red,5,8.9,0.62,0.19,3.17,0.93,9.2
red,7,8.5,0.28,0.56,3.3,0.75,10.5
red,5,8.1,0.56,0.28,3.11,1.28,9.3
red,4,7.4,0.59,0.08,3.38,0.5,9
red,6,7.9,0.32,0.51,3.04,1.08,9.2
red,6,8.9,0.22,0.48,3.39,0.53,9.4
red,5,7.6,0.39,0.31,3.52,0.65,9.7
red,5,7.9,0.43,0.21,3.17,0.91,9.5
red,5,8.5,0.49,0.11,3.17,0.53,9.4
red,6,6.9,0.4,0.14,3.43,0.63,9.7
red,5,6.3,0.39,0.16,3.34,0.56,9.3
red,5,7.6,0.41,0.24,3.28,0.59,9.5
red,5,7.9,0.43,0.21,3.17,0.91,9.5
red,5,7.1,0.71,0,3.47,0.55,9.4
red,6,7.8,0.645,0,3.38,0.59,9.8
red,5,6.7,0.675,0.07,3.35,0.54,10.1
red,6,6.9,0.685,0,3.46,0.57,10.6
red,5,8.3,0.655,0.12,3.17,0.66,9.8
red,6,6.9,0.605,0.12,3.45,0.52,9.4
red,5,5.2,0.32,0.25,3.38,0.55,9.2
red,6,7.8,0.645,0,3.4,0.55,9.6
red,6,7.8,0.6,0.14,3.42,0.6,10.8
red,7,8.1,0.38,0.28,3.23,0.73,9.7
red,4,5.7,1.13,0.09,3.5,0.48,9.8
red,5,7.3,0.45,0.36,3.33,0.83,10.5
red,5,7.3,0.45,0.36,3.33,0.83,10.5
red,4,8.8,0.61,0.3,3.26,0.51,9.3
red,6,7.5,0.49,0.2,3.21,0.9,10.5
red,5,8.1,0.66,0.22,3.3,1.2,10.3
red,5,6.8,0.67,0.02,3.48,0.52,9.5
red,4,4.6,0.52,0.15,3.9,0.56,13.1
red,5,7.7,0.935,0.43,3.25,0.73,9.2
red,5,8.7,0.29,0.52,3.25,0.58,9.5
red,5,6.4,0.4,0.23,3.34,0.56,9.2
red,5,5.6,0.31,0.37,3.32,0.58,9.2
red,5,8.8,0.66,0.26,3.15,0.74,9.2
red,6,6.6,0.52,0.04,3.4,0.63,9.4
red,6,6.6,0.5,0.04,3.39,0.64,9.4
red,5,8.6,0.38,0.36,3.2,0.56,9.4
red,6,7.6,0.51,0.15,3.17,0.63,10.2
red,5,7.7,0.62,0.04,3.34,0.53,9.5
red,5,10.2,0.42,0.57,3.04,0.63,9.6
red,5,7.5,0.63,0.12,3.26,0.77,9.4
red,5,7.8,0.59,0.18,3.43,0.59,10
red,6,7.3,0.39,0.31,3.41,0.54,9.4
red,5,8.8,0.4,0.4,3.44,0.64,9.2
red,5,7.7,0.69,0.49,3.21,0.71,9.3
red,7,7.5,0.52,0.16,3.38,0.62,9.5
red,5,7,0.735,0.05,3.39,0.57,9.8
red,5,7.2,0.725,0.05,3.41,0.39,10.9
red,5,7.2,0.725,0.05,3.41,0.39,10.9
red,5,7.5,0.52,0.11,3.42,0.58,9.6
red,5,6.6,0.705,0.07,3.44,0.58,10.7
red,5,9.3,0.32,0.57,3.28,0.79,10.7
red,6,8,0.705,0.05,3.34,0.95,10.5
red,6,7.7,0.63,0.08,3.32,0.54,9.5
red,5,7.7,0.67,0.23,3.32,0.48,9.5
red,5,7.7,0.69,0.22,3.31,0.48,9.5
red,4,8.3,0.675,0.26,3.31,0.53,9.2
red,5,9.7,0.32,0.54,3.28,0.82,9.6
red,5,8.8,0.41,0.64,3.54,0.66,10.5
red,5,8.8,0.41,0.64,3.54,0.66,10.5
red,6,6.8,0.785,0,3.52,0.55,10.7
red,5,6.7,0.75,0.12,3.38,0.52,10.1
red,4,8.3,0.625,0.2,3.16,1.12,9.1
red,5,6.2,0.45,0.2,3.41,0.56,9.2
red,5,7.8,0.43,0.7,3.13,1.28,9.4
red,5,7.4,0.5,0.47,3.36,0.57,9.1
red,5,7.3,0.67,0.26,3.16,1.14,9.4
red,6,6.3,0.3,0.48,3.44,0.78,10.3
red,5,6.9,0.55,0.15,3.41,0.59,10.1
red,6,8.6,0.49,0.28,2.93,1.95,9.9
red,5,7.7,0.49,0.26,3.39,0.64,9.6
red,5,9.3,0.39,0.44,3.14,1.22,9.5
red,5,7,0.62,0.08,3.48,0.53,9
red,5,7.9,0.52,0.26,3.23,0.54,9.5
red,6,8.6,0.49,0.28,2.93,1.95,9.9
red,5,8.6,0.49,0.29,2.93,1.98,9.8
red,5,7.7,0.49,0.26,3.39,0.64,9.6
red,4,5,1.02,0.04,3.75,0.48,10.5
red,6,4.7,0.6,0.17,3.85,0.6,12.9
red,5,6.8,0.775,0,3.45,0.56,10.7
red,5,7,0.5,0.25,3.25,0.63,9.2
red,5,7.6,0.9,0.06,3.39,0.56,9.8
red,6,8.1,0.545,0.18,3.3,0.59,9
red,6,8.3,0.61,0.3,3.4,0.61,10.2
red,6,7.8,0.5,0.3,3.31,0.56,10.4
red,6,8.1,0.545,0.18,3.3,0.59,9
red,5,8.1,0.575,0.22,3.29,0.51,9.2
red,5,7.2,0.49,0.24,3.33,0.48,9.4
red,5,8.1,0.575,0.22,3.29,0.51,9.2
red,5,7.8,0.41,0.68,3.08,1.31,9.3
red,5,6.2,0.63,0.31,3.46,0.79,9.3
red,6,8,0.33,0.53,3.37,0.8,9.6
red,5,8.1,0.785,0.52,3.21,0.69,9.3
red,5,7.8,0.56,0.19,3.19,0.93,9.5
red,5,8.4,0.62,0.09,3.15,0.66,9.8
red,5,8.4,0.6,0.1,3.15,0.66,9.8
red,6,10.1,0.31,0.44,3.32,0.67,9.7
red,5,7.8,0.56,0.19,3.19,0.93,9.5
red,6,9.4,0.4,0.31,3.07,0.63,10.5
red,6,8.3,0.54,0.28,3.39,0.61,10
red,6,7.8,0.56,0.12,3.37,0.5,9.4
red,6,8.8,0.55,0.04,3.21,0.6,10.9
red,6,7,0.69,0.08,3.34,0.54,9.2
red,5,7.3,1.07,0.09,3.3,0.57,9
red,6,8.8,0.55,0.04,3.21,0.6,10.9
red,5,7.3,0.695,0,3.49,0.52,9.2
red,5,8,0.71,0,3.44,0.53,9.5
red,5,7.8,0.5,0.17,3.39,0.48,9.5
red,5,9,0.62,0.04,3.16,0.7,9.4
red,5,8.2,1.33,0,3.53,0.49,10.9
red,5,8.1,1.33,0,3.54,0.48,10.9
red,7,8,0.59,0.16,3.42,0.92,10.5
red,5,6.1,0.38,0.15,3.42,0.57,9.4
red,5,8,0.745,0.56,3.24,0.66,9.4
red,5,5.6,0.5,0.09,3.63,0.63,13
red,5,5.6,0.5,0.09,3.63,0.63,13
red,6,6.6,0.5,0.01,3.4,0.58,9.8
red,6,7.9,1.04,0.05,3.22,0.55,9.9
red,5,8.4,0.745,0.11,3.19,0.82,9.6
red,5,8.3,0.715,0.15,3.23,0.77,9.5
red,5,7.2,0.415,0.36,3.48,0.64,9.2
red,5,7.8,0.56,0.19,3.33,0.54,9.5
red,5,7.8,0.56,0.19,3.32,0.54,9.5
red,5,8.4,0.745,0.11,3.19,0.82,9.6
red,5,8.3,0.715,0.15,3.23,0.77,9.5
red,6,5.2,0.34,0,3.68,0.79,14
red,5,6.3,0.39,0.08,3.34,0.58,9.4
red,6,5.2,0.34,0,3.68,0.79,14
red,5,8.1,0.67,0.55,3.17,0.62,9.4
red,5,5.8,0.68,0.02,3.54,0.52,10
red,5,7.6,0.49,0.26,3.11,0.8,9.3
red,6,6.9,0.49,0.1,3.42,0.58,10.2
red,6,8.2,0.4,0.44,3.53,0.61,10.5
red,6,7.3,0.33,0.47,3.33,0.53,10.3
red,4,9.2,0.52,1,2.74,2.0,9.4
red,5,7.5,0.6,0.03,3.35,0.54,10.1
red,5,7.5,0.6,0.03,3.35,0.54,10.1
red,5,7.1,0.43,0.42,3.42,0.72,10.5
red,5,7.1,0.43,0.42,3.42,0.71,10.5
red,5,7.1,0.43,0.42,3.42,0.72,10.5
red,5,7.1,0.43,0.42,3.42,0.71,10.5
red,5,7.1,0.68,0,3.48,0.5,9.3
red,6,6.8,0.6,0.18,3.59,0.57,9.3
red,5,7.6,0.95,0.03,3.2,0.56,9.6
red,4,7.6,0.68,0.02,3.17,1.08,9.2
red,6,7.8,0.53,0.04,3.33,0.56,10
red,5,7.4,0.6,0.26,3.37,0.49,9.4
red,5,7.3,0.59,0.26,3.37,0.49,9.4
red,5,7.8,0.63,0.48,3.19,0.62,9.5
red,5,6.8,0.64,0.1,3.34,0.52,10.2
red,4,7.3,0.55,0.03,3.37,0.48,9
red,6,6.8,0.63,0.07,3.47,0.55,10.4
red,5,7.5,0.705,0.24,3,1.59,9.5
red,4,7.9,0.885,0.03,3.36,0.33,9.1
red,6,8,0.42,0.17,3.29,0.61,9.2
red,6,8,0.42,0.17,3.29,0.61,9.2
red,6,7.4,0.62,0.05,3.42,0.57,11.5
red,5,7.3,0.38,0.21,3.33,0.47,9.5
red,5,6.9,0.5,0.04,3.35,0.78,9.5
red,5,7.3,0.38,0.21,3.33,0.47,9.5
red,6,7.5,0.52,0.42,3.58,0.61,10.5
red,5,7,0.805,0,3.48,0.56,9.6
red,5,8.8,0.61,0.14,3.19,0.59,9.5
red,5,8.8,0.61,0.14,3.19,0.59,9.5
red,5,8.9,0.61,0.49,3.12,1.02,9.3
red,5,7.2,0.73,0.02,3.44,0.52,9.3
red,5,6.8,0.61,0.2,3.54,0.58,9.3
red,6,6.7,0.62,0.21,3.52,0.58,9.3
red,5,8.9,0.31,0.57,3.26,0.53,9.7
red,5,7.4,0.39,0.48,3.34,0.55,9.2
red,5,7.7,0.705,0.1,3.39,0.49,9.7
red,5,7.9,0.5,0.33,3.2,0.55,9.5
red,5,7.9,0.49,0.32,3.2,0.55,9.5
red,5,8.2,0.5,0.35,3.23,0.62,9.4
red,6,6.4,0.37,0.25,3.57,0.62,9.8
red,5,6.8,0.63,0.12,3.28,0.61,9.5
red,5,7.6,0.55,0.21,3.28,0.55,9.7
red,5,7.6,0.55,0.21,3.28,0.55,9.7
red,5,7.8,0.59,0.33,3.25,0.54,9.4
red,5,7.3,0.58,0.3,3.46,0.59,10.2
red,6,11.5,0.3,0.6,3.11,0.97,10.1
red,7,5.4,0.835,0.08,3.57,0.85,13
red,4,6.9,1.09,0.06,3.51,0.43,11.4
red,7,9.6,0.32,0.47,3.22,0.82,10.3
red,5,8.8,0.37,0.48,3.04,1.03,9.3
red,5,6.8,0.5,0.11,3.36,0.79,9.5
red,5,7,0.42,0.35,3.34,0.55,9.2
red,6,7,0.43,0.36,3.34,0.56,9.2
red,7,12.8,0.3,0.74,3.2,0.77,10.8
red,7,12.8,0.3,0.74,3.2,0.77,10.8
red,5,7.8,0.57,0.31,3.29,0.53,9.3
red,5,7.8,0.44,0.28,3.22,0.67,9.4
red,7,11,0.3,0.58,3.31,0.88,10.5
red,6,9.7,0.53,0.6,3.3,0.86,12.4
red,6,8,0.725,0.24,3.35,0.56,10
red,6,11.6,0.44,0.64,3.21,0.67,10.2
red,5,8.2,0.57,0.26,3.3,0.43,10.1
red,6,7.8,0.735,0.08,3.24,0.71,9.8
red,5,7,0.49,0.49,3.34,0.76,10.5
red,5,8.7,0.625,0.16,3.14,0.57,11
red,5,8.1,0.725,0.22,3.36,0.55,9.1
red,5,7.5,0.49,0.19,3.39,0.54,9.7
red,5,7.8,0.53,0.33,3.3,0.6,9.5
red,6,7.8,0.34,0.37,3.34,0.59,9.4
red,5,7.4,0.53,0.26,3.15,0.57,9.4
red,5,6.8,0.61,0.04,3.42,0.6,9.5
red,6,8.6,0.645,0.25,3.28,0.6,10
red,4,8.4,0.635,0.36,3.31,0.57,10.4
red,6,7.7,0.43,0.25,3.37,0.58,10.5
red,6,8.9,0.59,0.5,3.04,1.61,9.5
red,5,9,0.82,0.14,3.39,0.63,9.8
red,6,7.7,0.43,0.25,3.37,0.58,10.5
red,5,6.9,0.52,0.25,3.46,0.5,11
red,7,5.2,0.48,0.04,3.54,0.62,12.2
red,6,8,0.38,0.06,3.37,0.52,9.9
red,6,8.5,0.37,0.2,3.34,0.7,9.6
red,5,6.9,0.52,0.25,3.46,0.5,11
red,6,8.2,1,0.09,3.32,0.55,9
red,6,7.2,0.63,0,3.37,0.58,9
red,6,7.2,0.63,0,3.37,0.58,9
red,6,7.2,0.645,0,3.37,0.58,9.2
red,6,7.2,0.63,0,3.37,0.58,9
red,6,8.2,1,0.09,3.32,0.55,9
red,5,8.9,0.635,0.37,3,1.09,9.3
red,6,12,0.38,0.56,3.14,0.71,10.9
red,6,7.7,0.58,0.1,3.08,0.49,9.8
red,7,15,0.21,0.44,3.07,0.84,9.2
red,7,15,0.21,0.44,3.07,0.84,9.2
red,6,7.3,0.66,0,3.61,0.96,9.9
red,5,7.1,0.68,0.07,3.38,0.52,9.5
red,5,8.2,0.6,0.17,3.2,0.45,9.3
red,6,7.7,0.53,0.06,3.35,0.48,9.8
red,6,7.3,0.66,0,3.61,0.96,9.9
red,6,10.8,0.32,0.44,3.22,0.78,10
red,6,7.1,0.6,0,3.47,0.7,9.9
red,5,11.1,0.35,0.48,3.17,0.53,10.5
red,5,7.7,0.775,0.42,3.23,0.59,9.5
red,6,7.1,0.6,0,3.47,0.7,9.9
red,5,8,0.57,0.23,3.26,0.57,9.3
red,5,9.4,0.34,0.37,3.22,0.62,9.2
red,5,6.6,0.695,0,3.49,0.67,9.2
red,5,7.7,0.41,0.76,3.06,1.26,9.4
red,7,10,0.31,0.47,3.36,0.8,10.5
red,5,7.9,0.33,0.23,3.29,0.65,9.3
red,4,7,0.975,0.04,3.35,0.6,9.4
red,5,8,0.52,0.03,3.34,0.57,10
red,5,7.9,0.37,0.23,3.28,0.67,9.3
red,5,12.5,0.56,0.49,3.08,0.87,10.9
red,7,11.8,0.26,0.52,3.2,0.72,10.2
red,4,8.1,0.87,0,3.6,0.72,9.8
red,8,7.9,0.35,0.46,3.35,0.86,12.8
red,6,6.9,0.54,0.04,3.69,0.91,9.4
red,6,11.5,0.18,0.51,3.28,0.97,10.1
red,6,7.9,0.545,0.06,3.36,0.67,10.7
red,6,11.5,0.18,0.51,3.28,0.97,10.1
red,5,10.9,0.37,0.58,3.22,0.78,10.1
red,5,8.4,0.715,0.2,3.31,0.64,9.4
red,5,7.5,0.65,0.18,3.38,0.77,9.4
red,6,7.9,0.545,0.06,3.36,0.67,10.7
red,6,6.9,0.54,0.04,3.69,0.91,9.4
red,6,11.5,0.18,0.51,3.28,0.97,10.1
red,8,10.3,0.32,0.45,3.23,0.82,12.6
red,7,8.9,0.4,0.32,3.38,0.77,10.5
red,6,11.4,0.26,0.44,3.12,0.82,9.3
red,7,7.7,0.27,0.68,3.25,1.08,9.9
red,5,7.6,0.52,0.12,3.36,0.57,9.1
red,7,8.9,0.4,0.32,3.38,0.77,10.5
red,5,9.9,0.59,0.07,3.31,0.71,9.8
red,5,9.9,0.59,0.07,3.31,0.71,9.8
red,6,12,0.45,0.55,3.1,0.76,10.3
red,6,7.5,0.4,0.12,3.37,0.7,10.3
red,7,8.7,0.52,0.09,3.34,0.86,10.6
red,5,11.6,0.42,0.53,3.2,0.95,9.2
red,7,8.7,0.52,0.09,3.34,0.86,10.6
red,5,11,0.2,0.48,3.3,0.71,10.5
red,6,10.4,0.55,0.23,3.22,0.64,10.3
red,6,6.9,0.36,0.25,3.41,0.6,10.1
red,6,13.3,0.34,0.52,3.05,0.81,9.5
red,5,10.8,0.5,0.46,3.05,0.64,9.5
red,5,10.6,0.83,0.37,3.16,0.52,9.9
red,5,7.1,0.63,0.06,3.67,0.73,9.6
red,5,7.2,0.65,0.02,3.67,0.8,9.7
red,5,6.9,0.67,0.06,3.68,0.71,9.6
red,6,7.5,0.53,0.06,3.38,0.59,10.7
red,6,11.1,0.18,0.48,3.22,0.64,10.1
red,5,8.3,0.705,0.12,3.51,0.72,10
red,5,7.4,0.67,0.12,3.39,0.54,9.5
